2ea9261b092d3e356907e10599d51f31f0e0b324,DELETE,regular-file,public_html/lib/controller/Configuration.php,894,
26a7532997a5b3f60c1d5b99fedc6a07764337ed,DELETE,regular-file,resources/Configuration.php,1347,
